transaction_id,agency,transaction_type,vendor_or_employee,amount,transaction_date,status,error_flag,anomaly
271672,Education,Inspection,Garcia and Sons,1115.05,2025-12-04,Rejected,False,-1
271747,Defense,Benefits,Chung Inc,900.86,2024-08-30,Rejected,False,-1
271918,Education,Inspection,Ramirez-Rogers,499067.42,2024-04-27,Pending,False,-1
271938,Health,Payroll,Taylor PLC,408.4,2025-10-23,Approved,False,-1
272012,Transportation,Payroll,"Buchanan, Davis and Campbell",477.95,2025-03-11,Pending,False,-1
272145,Education,Procurement,Allen-Stuart,2573.62,2025-05-23,Pending,False,-1
272241,Education,Benefits,"Watson, Lara and Howell",499770.71,2024-05-19,Approved,False,-1
272439,Defense,Inspection,"Schmidt, Kemp and White",498709.51,2024-09-21,Pending,False,-1
272638,Education,Payroll,"Campbell, Gross and Jones",272.5,2024-02-12,Pending,False,-1
272672,Health,Procurement,"Mckay, Rios and Saunders",821.71,2025-02-19,Rejected,False,-1
272849,Health,Payroll,Clark-Carlson,1167.44,2024-08-20,Approved,False,-1
273019,Health,Inspection,Bray-Sanchez,3009.06,2025-12-06,Approved,False,-1
273038,Health,Inspection,"Hughes, Tucker and Kent",498637.68,2025-09-06,Approved,False,-1
273100,Defense,Payroll,"Warren, Miller and Scott",498648.98,2025-06-28,Pending,False,-1
273139,Health,Benefits,"Holmes, King and Hoover",2406.09,2025-06-04,Rejected,False,-1
273263,Education,Procurement,"Valenzuela, Grant and Gutierrez",1037.42,2024-12-07,Pending,False,-1
273291,Education,Benefits,"Price, Stewart and Smith",2170.08,2024-09-10,Approved,False,-1
273331,Education,Procurement,Fernandez-Holmes,936.13,2024-03-19,Pending,False,-1
273367,Transportation,Inspection,Moore-Patterson,120.81,2025-10-07,Pending,False,-1
273372,Health,Procurement,"Simmons, Small and Garcia",498081.98,2025-09-25,Approved,False,-1
273517,Education,Procurement,Taylor Inc,2020.1,2025-02-01,Rejected,False,-1
273583,Health,Inspection,Contreras-Webb,1825.23,2025-10-07,Approved,False,-1
273596,Defense,Payroll,Williams Inc,498563.62,2024-07-09,Rejected,False,-1
273784,Education,Inspection,Woods Inc,499068.56,2024-10-29,Pending,False,-1
273980,Defense,Benefits,Hernandez Group,498619.38,2024-06-15,Pending,False,-1
274180,Education,Payroll,Weiss-Newton,2740.61,2025-12-14,Approved,False,-1
274241,Education,Payroll,Gould-Barry,499427.64,2025-06-19,Pending,False,-1
274308,Defense,Benefits,Graham LLC,498982.98,2025-02-14,Pending,False,-1
274326,Transportation,Payroll,White Ltd,498518.79,2025-10-10,Approved,False,-1
274701,Education,Inspection,Aguirre and Sons,498127.37,2024-03-22,Approved,False,-1
274960,Transportation,Benefits,"Robinson, Flores and Hill",540.61,2024-07-14,Approved,False,-1
275064,Health,Benefits,Lloyd Inc,1776.4,2024-02-23,Rejected,False,-1
275174,Health,Payroll,Irwin-White,499665.55,2024-06-16,Approved,False,-1
275181,Defense,Benefits,"Huang, Smith and Johnson",535.17,2025-08-15,Approved,False,-1
275331,Defense,Benefits,"Jones, Joseph and Miller",499356.33,2026-01-20,Rejected,False,-1
275719,Transportation,Payroll,"Rich, Stanley and Gonzalez",498920.76,2025-03-02,Rejected,False,-1
275739,Defense,Procurement,Walsh-Hill,498437.57,2025-03-10,Pending,False,-1
275768,Defense,Inspection,"Edwards, Lewis and Cunningham",498285.56,2025-09-02,Approved,False,-1
275816,Transportation,Benefits,"Lambert, Kent and Larson",498555.57,2024-07-12,Rejected,False,-1
275874,Health,Inspection,Mora and Sons,498179.31,2025-07-20,Rejected,False,-1
275928,Transportation,Benefits,Jimenez Group,498514.12,2024-05-16,Approved,False,-1
275951,Defense,Inspection,Smith LLC,2813.61,2024-04-26,Pending,False,-1
276270,Health,Payroll,Nash-Hart,1739.11,2024-09-21,Rejected,False,-1
276279,Education,Payroll,Taylor Inc,1242.49,2024-07-09,Approved,False,-1
276393,Transportation,Benefits,"Perez, Owens and Young",499046.11,2024-05-09,Approved,False,-1
276411,Defense,Inspection,"Faulkner, Williams and Johnson",1215.2,2024-04-15,Rejected,False,-1
276531,Health,Payroll,"Moore, Charles and Sanchez",590.02,2025-12-19,Approved,False,-1
276702,Transportation,Benefits,"Melton, Gonzalez and Tran",2614.45,2025-05-17,Pending,False,-1
276820,Transportation,Procurement,Dean-Ford,498348.65,2024-03-26,Pending,False,-1
276969,Defense,Benefits,"Miller, Williams and Ayala",499056.14,2025-10-05,Rejected,False,-1
277005,Transportation,Inspection,Richardson-Brown,1311.81,2025-03-11,Pending,False,-1
277048,Transportation,Payroll,"Smith, Osborn and Martinez",498244.53,2025-07-29,Approved,False,-1
277071,Transportation,Inspection,"Nichols, Spears and Byrd",499658.37,2024-06-26,Pending,False,-1
277100,Transportation,Procurement,"Hammond, Gonzalez and Oneal",189.95,2025-10-24,Pending,False,-1
277148,Health,Procurement,Cooper Inc,1256.1,2024-09-27,Pending,False,-1
277151,Transportation,Benefits,"Matthews, Hudson and Sawyer",499163.77,2025-08-26,Pending,False,-1
277208,Education,Benefits,Wade Inc,499092.96,2025-03-05,Approved,False,-1
277235,Transportation,Inspection,Garner-Maldonado,2941.05,2024-11-21,Pending,False,-1
277310,Transportation,Procurement,"Knight, Stevens and Padilla",758.88,2025-04-27,Pending,False,-1
277346,Defense,Benefits,Miller-Patton,1286.8,2025-10-07,Approved,False,-1
277380,Transportation,Payroll,Hatfield-Dyer,499060.04,2025-06-16,Rejected,False,-1
277403,Education,Inspection,Smith-Levine,499816.44,2025-10-18,Approved,False,-1
277510,Transportation,Benefits,"Mccormick, Davis and Alvarado",499785.3,2025-09-16,Pending,False,-1
277652,Health,Procurement,Jones-Smith,2539.32,2024-04-30,Rejected,False,-1
277925,Defense,Benefits,"Patrick, Booth and Harris",499748.65,2025-04-09,Pending,False,-1
278095,Defense,Payroll,Clark Ltd,2245.92,2025-07-31,Pending,False,-1
278123,Transportation,Payroll,Phillips and Sons,1555.71,2025-04-10,Pending,False,-1
278143,Defense,Payroll,Diaz LLC,2891.53,2025-01-23,Approved,False,-1
278257,Transportation,Inspection,Flores Group,499073.83,2024-09-11,Approved,False,-1
278587,Transportation,Benefits,"Chavez, Wright and Arroyo",373.42,2024-07-21,Approved,False,-1
278807,Transportation,Inspection,Garrett and Sons,499812.5,2025-12-01,Pending,False,-1
279022,Health,Inspection,Blevins-White,499106.75,2024-03-19,Approved,False,-1
279093,Health,Procurement,Singleton Ltd,1430.04,2025-11-07,Approved,False,-1
279171,Transportation,Inspection,"Murray, Cook and Nelson",498332.6,2024-12-14,Rejected,False,-1
279217,Health,Payroll,Fields LLC,499325.01,2024-10-25,Approved,False,-1
279252,Health,Payroll,"Shaw, Malone and Walker",2529.35,2025-07-26,Approved,False,-1
279309,Defense,Procurement,Lewis-Davis,498447.37,2024-09-01,Rejected,False,-1
279391,Health,Benefits,"Mueller, Webb and Sheppard",499831.49,2024-07-17,Approved,False,-1
279439,Transportation,Benefits,Schultz-Moore,2161.34,2025-07-22,Rejected,False,-1
279614,Health,Inspection,"Blackwell, Hill and Carey",498616.72,2024-03-23,Rejected,False,-1
279835,Defense,Payroll,Rowe and Sons,333.05,2024-12-01,Approved,False,-1
279888,Defense,Payroll,Moran Ltd,1363.53,2025-12-01,Rejected,False,-1
279892,Education,Inspection,Wood Group,498135.37,2025-03-15,Rejected,False,-1
279933,Health,Procurement,"Armstrong, Ochoa and Alexander",498344.43,2025-11-04,Pending,False,-1
280000,Health,Payroll,"Smith, Williams and Hays",499252.91,2026-01-15,Rejected,False,-1
280005,Transportation,Inspection,Taylor Ltd,499314.04,2024-07-04,Rejected,False,-1
280028,Health,Inspection,Mora-Mitchell,1885.3,2025-01-25,Pending,False,-1
280241,Health,Inspection,King and Sons,1355.5,2025-09-13,Pending,False,-1
280336,Defense,Inspection,Lopez-Garcia,499202.22,2025-05-16,Rejected,False,-1
280646,Education,Inspection,"Gibbs, Santana and Brown",2926.88,2025-10-18,Rejected,False,-1
280687,Health,Payroll,Hutchinson-Smith,2785.36,2024-06-28,Pending,False,-1
280928,Transportation,Payroll,Figueroa-Haney,2901.39,2024-10-02,Approved,False,-1
280930,Education,Procurement,Elliott PLC,3029.1,2025-05-19,Pending,False,-1
281209,Transportation,Procurement,Rodriguez-Gross,670.1,2024-12-23,Approved,False,-1
281346,Education,Benefits,Sanchez PLC,2498.1,2024-03-19,Approved,False,-1
281377,Health,Inspection,"Hart, Gonzalez and Hunt",2384.7,2025-08-10,Rejected,False,-1
281387,Defense,Payroll,"Johnson, Bryant and Hernandez",617.64,2024-06-24,Rejected,False,-1
281405,Health,Payroll,Costa-Sellers,1635.62,2024-05-02,Rejected,False,-1
281416,Health,Payroll,Young Inc,498427.13,2025-11-24,Rejected,False,-1
281458,Defense,Procurement,Cordova and Sons,1166.06,2024-08-03,Approved,False,-1
281485,Education,Benefits,Daniels-Little,498335.53,2025-07-23,Approved,False,-1
281521,Health,Procurement,Wise-Johnson,499005.8,2024-05-25,Rejected,False,-1
281631,Defense,Inspection,Jones-Vargas,2043.1,2025-05-12,Approved,False,-1
281635,Health,Benefits,"Walker, Moore and Harding",499690.83,2025-12-24,Rejected,False,-1
281636,Health,Procurement,Bates LLC,502.44,2024-08-23,Rejected,False,-1
281726,Transportation,Procurement,Robinson-Smith,2911.51,2025-02-16,Rejected,False,-1
281886,Defense,Benefits,Stewart Inc,499551.66,2024-04-27,Approved,False,-1
281927,Transportation,Benefits,"Salas, Meyer and Pham",1978.86,2025-07-26,Rejected,False,-1
282067,Health,Procurement,"Jackson, Phillips and Taylor",3017.2,2025-11-01,Approved,False,-1
282370,Transportation,Benefits,"Miranda, Pope and Vargas",2633.2,2025-04-10,Approved,False,-1
282390,Education,Procurement,Walker-Collins,498404.79,2025-11-04,Pending,False,-1
282493,Health,Inspection,"Castillo, Booker and Bennett",498429.46,2025-06-11,Pending,False,-1
282546,Defense,Procurement,Willis-Cook,1006.71,2025-02-12,Pending,False,-1
282755,Defense,Payroll,Young-Velasquez,2585.73,2025-02-22,Rejected,False,-1
282761,Education,Benefits,"Gardner, Malone and Austin",499690.72,2025-11-06,Approved,False,-1
282769,Health,Payroll,Morales-Williams,449.76,2024-04-27,Pending,False,-1
282905,Transportation,Benefits,Alvarado-Dixon,787.51,2025-08-07,Rejected,False,-1
282914,Health,Procurement,"Johnson, Zamora and Boyd",499449.01,2026-01-24,Rejected,False,-1
282924,Defense,Inspection,Acosta Inc,999.44,2025-03-15,Pending,False,-1
283017,Health,Inspection,Butler-Montgomery,498494.26,2025-02-27,Rejected,False,-1
283602,Health,Payroll,Christian Inc,2507.99,2024-11-23,Pending,False,-1
283711,Transportation,Inspection,Roberson Inc,498598.64,2025-07-02,Pending,False,-1
283718,Health,Inspection,"Sanders, Jones and Gomez",2005.11,2024-04-24,Pending,False,-1
283740,Education,Benefits,"Brock, Mcdonald and Lindsey",2855.66,2025-10-12,Pending,False,-1
283751,Transportation,Procurement,Johnson-Cox,2714.49,2025-11-04,Pending,False,-1
283786,Transportation,Inspection,"Mcgrath, Taylor and Banks",1959.7,2025-07-27,Pending,False,-1
283862,Transportation,Benefits,Todd Inc,498897.04,2024-09-10,Pending,False,-1
283968,Education,Inspection,Collier-Bass,499611.41,2025-02-24,Pending,False,-1
284158,Transportation,Inspection,Torres and Sons,1808.19,2026-01-14,Rejected,False,-1
284253,Transportation,Procurement,Henson PLC,2265.95,2024-10-13,Approved,False,-1
284397,Education,Procurement,Hart Inc,1064.77,2024-09-30,Approved,False,-1
284419,Defense,Procurement,White-Rice,703.24,2026-01-28,Pending,False,-1
284438,Defense,Procurement,Guzman-Gardner,2979.45,2025-07-29,Pending,False,-1
284581,Transportation,Inspection,Wade-Stuart,414.97,2025-11-11,Rejected,False,-1
284590,Education,Payroll,Stone Ltd,2762.58,2024-09-25,Rejected,False,-1
285044,Health,Procurement,"Jones, Gonzalez and Phillips",1716.98,2025-02-17,Approved,False,-1
285513,Transportation,Payroll,Rogers PLC,2799.77,2024-04-06,Approved,False,-1
285532,Transportation,Benefits,"Moss, Stanton and Dunn",498246.05,2024-07-08,Pending,False,-1
285558,Defense,Inspection,Ellis-Perry,2682.49,2024-06-03,Pending,False,-1
285579,Defense,Inspection,Carter Inc,499077.38,2025-09-08,Approved,False,-1
285591,Transportation,Payroll,Braun and Sons,499050.43,2024-10-15,Approved,False,-1
285634,Defense,Inspection,Mckinney Group,1769.31,2025-06-13,Approved,False,-1
285673,Defense,Procurement,Barrett Group,499330.87,2024-08-28,Pending,False,-1
285706,Health,Payroll,"Wang, Hayes and Spence",2098.39,2025-11-14,Rejected,False,-1
285881,Transportation,Benefits,Massey Group,1150.68,2025-08-22,Rejected,False,-1
286200,Transportation,Inspection,Watson Ltd,2324.03,2026-01-09,Approved,False,-1
286219,Health,Procurement,"Lopez, Miller and Russell",2174.83,2024-04-05,Pending,False,-1
286235,Transportation,Inspection,Johnson Inc,499548.42,2025-07-24,Approved,False,-1
286290,Education,Benefits,"Merritt, Moran and Warren",499517.28,2025-05-18,Pending,False,-1
286347,Health,Procurement,"Harrison, Smith and Lloyd",602.1,2025-08-30,Approved,False,-1
286811,Defense,Payroll,Murray Ltd,499891.45,2024-02-26,Approved,False,-1
286927,Health,Benefits,Gonzalez Group,433.81,2024-05-08,Rejected,False,-1
286981,Defense,Inspection,Russell Group,1936.06,2024-05-14,Approved,False,-1
287113,Health,Benefits,"Carr, Marquez and Marshall",1443.19,2024-08-11,Pending,False,-1
287180,Health,Benefits,Brown-Robles,498989.59,2024-11-21,Approved,False,-1
287223,Health,Benefits,Crawford Group,1345.65,2025-08-28,Approved,False,-1
287376,Transportation,Procurement,"Vance, Mclean and Davis",2127.18,2026-02-07,Pending,False,-1
287827,Education,Inspection,Brady-Guerrero,499062.65,2025-11-25,Approved,False,-1
287898,Transportation,Payroll,Cox-Wiley,2274.46,2024-07-24,Rejected,False,-1
288007,Health,Procurement,Flores and Sons,1146.59,2024-07-04,Approved,False,-1
288097,Education,Inspection,Sharp-Lewis,499698.89,2025-09-05,Pending,False,-1
288235,Health,Payroll,Bradshaw Ltd,801.9,2025-03-26,Approved,False,-1
288302,Defense,Benefits,Miles and Sons,499308.24,2025-04-13,Rejected,False,-1
288412,Education,Payroll,Bauer-Ellis,498294.23,2025-08-14,Rejected,False,-1
288492,Health,Benefits,Greer PLC,498929.24,2024-11-21,Pending,False,-1
288607,Health,Payroll,"Johnson, Wheeler and Gregory",499701.81,2024-07-15,Pending,False,-1
288648,Transportation,Procurement,Steele Group,1193.18,2025-03-14,Pending,False,-1
288663,Health,Procurement,Clayton-Jimenez,2687.95,2024-11-20,Approved,False,-1
288816,Health,Payroll,"Burch, Pollard and Miller",499277.94,2025-09-24,Rejected,False,-1
288856,Defense,Inspection,"Scott, Stewart and Lewis",1450.13,2025-07-09,Pending,False,-1
288868,Defense,Benefits,"Gonzalez, Byrd and Johnson",498284.43,2024-10-28,Rejected,False,-1
289086,Education,Payroll,"Mccoy, Green and Davis",930.06,2024-08-12,Pending,False,-1
289313,Education,Procurement,Mcbride Ltd,1159.61,2024-03-09,Approved,False,-1
289652,Education,Procurement,"Calderon, Roberts and Larson",498171.31,2025-05-14,Rejected,False,-1
289672,Transportation,Inspection,"Lewis, Murphy and Reyes",1729.02,2024-08-01,Rejected,False,-1
289748,Education,Payroll,Smith Ltd,1549.03,2024-12-09,Rejected,False,-1
289749,Transportation,Payroll,Roman-Curtis,2886.6,2025-05-13,Rejected,False,-1
289927,Defense,Procurement,"Roman, Mahoney and Graham",272.32,2025-01-23,Approved,False,-1
289978,Defense,Inspection,"Solomon, Anderson and Carey",1213.72,2024-11-13,Pending,False,-1
290006,Health,Inspection,Wood-Rosales,499821.61,2025-05-22,Rejected,False,-1
290041,Transportation,Procurement,"Edwards, Bell and Copeland",1692.89,2025-12-03,Rejected,False,-1
290183,Education,Benefits,Baker LLC,339.88,2025-01-16,Rejected,False,-1
290199,Defense,Procurement,"Mcdowell, Murphy and Morrow",499819.03,2026-01-22,Rejected,False,-1
290328,Health,Payroll,"Washington, Salinas and Peterson",2771.07,2025-09-21,Rejected,False,-1
290475,Education,Inspection,Irwin PLC,498350.04,2025-10-21,Rejected,False,-1
290603,Health,Procurement,Harris-Shaw,703.58,2025-04-26,Rejected,False,-1
290610,Education,Benefits,Williams Group,499386.52,2024-09-23,Rejected,False,-1
290683,Transportation,Procurement,Smith Group,1065.61,2024-09-09,Rejected,False,-1
290777,Defense,Benefits,"Rios, Green and Wolf",2243.54,2024-11-13,Approved,False,-1
291091,Education,Inspection,"Miller, Strong and Allen",498976.22,2024-07-06,Rejected,False,-1
291233,Education,Benefits,"Peterson, Barker and Gonzalez",2647.18,2024-11-21,Rejected,False,-1
291527,Health,Benefits,Lawrence-Hudson,879.31,2025-12-27,Rejected,False,-1
291571,Education,Inspection,Willis-Tucker,502.43,2025-04-19,Rejected,False,-1
291729,Education,Inspection,House LLC,498352.87,2025-03-30,Rejected,False,-1
291890,Health,Payroll,Doyle Group,499640.91,2025-08-07,Rejected,False,-1
291979,Health,Procurement,"Fields, Martinez and Silva",498855.19,2025-12-23,Pending,False,-1
292028,Health,Inspection,"Waller, Smith and Nelson",2374.96,2025-06-15,Pending,False,-1
292092,Education,Payroll,Burns PLC,498985.98,2024-03-01,Approved,False,-1
292101,Health,Procurement,"Edwards, Hopkins and Weber",2996.72,2025-04-18,Approved,False,-1
292142,Health,Inspection,Taylor-Garcia,2370.51,2026-01-09,Pending,False,-1
292163,Defense,Procurement,Thomas-Johnson,2785.48,2024-11-12,Approved,False,-1
292306,Education,Inspection,Holder-Smith,499106.43,2024-07-21,Approved,False,-1
292321,Transportation,Inspection,Guzman LLC,973.41,2024-04-10,Approved,False,-1
292383,Health,Procurement,Hoover PLC,2033.73,2025-01-29,Pending,False,-1
292412,Education,Inspection,Cortez PLC,1636.19,2024-04-26,Approved,False,-1
292474,Education,Procurement,"Jones, Schneider and Brown",353.5,2025-05-04,Rejected,False,-1
292529,Education,Inspection,Hudson-Hicks,498397.82,2025-03-31,Rejected,False,-1
292686,Education,Inspection,Turner Group,499396.93,2025-07-18,Rejected,False,-1
292741,Defense,Benefits,Smith Group,499304.82,2024-04-12,Approved,False,-1
292822,Health,Procurement,"Hutchinson, Mcconnell and Arnold",2062.89,2024-04-03,Pending,False,-1
292835,Transportation,Benefits,Smith-Mayer,1889.25,2025-05-06,Rejected,False,-1
292986,Transportation,Procurement,"Dunn, Powell and Merritt",498988.34,2024-04-11,Approved,False,-1
292993,Transportation,Benefits,"Hamilton, Jones and Dunlap",498644.78,2025-03-14,Approved,False,-1
293033,Education,Benefits,"Green, Johnson and Taylor",2801.44,2024-04-10,Pending,False,-1
293104,Education,Payroll,Raymond-Roberts,498364.71,2024-03-17,Approved,False,-1
293387,Health,Benefits,Barrera-Harris,499744.47,2025-06-11,Rejected,False,-1
293476,Health,Benefits,Brown Group,1021.02,2025-01-28,Pending,False,-1
293497,Education,Inspection,Townsend PLC,498117.72,2024-08-07,Rejected,False,-1
293513,Transportation,Benefits,Weber-Ritter,2464.86,2025-07-29,Pending,False,-1
293541,Transportation,Procurement,Diaz-Perry,2148.86,2025-11-13,Rejected,False,-1
293650,Transportation,Benefits,Wood-Owens,343.47,2025-03-27,Rejected,False,-1
293667,Defense,Payroll,"Morgan, Hunter and Walker",1966.47,2024-08-30,Rejected,False,-1
293848,Defense,Inspection,Travis-Bates,498428.87,2024-04-14,Pending,False,-1
294014,Transportation,Benefits,Kelley-Cooley,498380.34,2025-02-05,Rejected,False,-1
294113,Transportation,Payroll,Henderson PLC,107.3,2024-10-01,Pending,False,-1
294122,Transportation,Inspection,"Cruz, Robinson and Tate",1537.5,2025-03-17,Rejected,False,-1
294168,Health,Inspection,Gross Inc,445.79,2024-08-08,Pending,False,-1
294180,Health,Inspection,Brown PLC,376.23,2024-12-22,Rejected,False,-1
294551,Defense,Benefits,"Perez, Hernandez and Fleming",731.2,2025-07-12,Pending,False,-1
294665,Health,Benefits,Ross-Lang,3005.44,2024-02-24,Rejected,False,-1
294739,Defense,Procurement,Harrison and Sons,1066.57,2024-06-30,Rejected,False,-1
294815,Transportation,Payroll,Montgomery-Alvarez,900.26,2024-04-14,Rejected,False,-1
294868,Defense,Inspection,"Cline, Castillo and Mosley",1566.21,2025-05-23,Rejected,False,-1
294902,Transportation,Inspection,Lee-George,2189.61,2025-04-01,Pending,False,-1
295039,Transportation,Inspection,Black PLC,498498.44,2024-05-30,Pending,False,-1
295067,Defense,Inspection,Lee Inc,568.85,2024-12-19,Approved,False,-1
295070,Transportation,Procurement,Pacheco and Sons,2521.29,2025-07-03,Rejected,False,-1
295138,Health,Payroll,Boyer-Green,2863.36,2025-05-30,Approved,False,-1
295659,Transportation,Inspection,Zimmerman Inc,1698.01,2024-12-07,Approved,False,-1
295770,Education,Inspection,"Jones, Moreno and Lambert",158.72,2025-04-11,Rejected,False,-1
295878,Education,Procurement,Smith Group,2600.63,2025-10-17,Pending,False,-1
295911,Transportation,Benefits,"Ho, Johnson and Andrews",498298.32,2024-03-19,Rejected,False,-1
295915,Health,Inspection,"Bowen, Miller and Morris",2652.8,2025-07-15,Approved,False,-1
296013,Defense,Payroll,"Morgan, Snow and Phillips",499558.39,2025-04-05,Approved,False,-1
296064,Education,Procurement,"Mcintyre, Rowe and Rivera",499300.65,2024-04-10,Approved,False,-1
296151,Defense,Inspection,Bowen LLC,2273.48,2025-06-02,Approved,False,-1
296224,Health,Inspection,Knox-Carroll,499615.44,2025-06-18,Approved,False,-1
296428,Health,Procurement,"Burns, Ritter and Key",2359.13,2024-10-06,Approved,False,-1
296434,Health,Inspection,Rodriguez Ltd,629.94,2025-08-25,Pending,False,-1
296485,Defense,Inspection,Mclaughlin-Richards,498557.12,2025-12-21,Pending,False,-1
296624,Education,Payroll,"Stevens, Holt and Zimmerman",835.56,2025-07-04,Rejected,False,-1
296892,Transportation,Inspection,Russell-Brown,1054.94,2024-12-02,Pending,False,-1
296971,Health,Benefits,Conner-Barnett,2476.72,2024-03-31,Rejected,False,-1
297000,Health,Inspection,Jordan LLC,1583.16,2025-04-25,Pending,False,-1
297256,Transportation,Procurement,Cuevas Ltd,407.24,2025-05-04,Approved,False,-1
297458,Health,Payroll,"Peterson, Reese and Jones",498520.96,2025-08-14,Approved,False,-1
297733,Education,Procurement,Mullen-Small,1613.37,2025-01-05,Rejected,False,-1
297736,Transportation,Inspection,Phillips-Boyer,292.45,2024-03-23,Pending,False,-1
297742,Health,Inspection,Campbell Ltd,686.62,2025-11-14,Approved,False,-1
297769,Health,Inspection,Carpenter-Mcdonald,555.75,2025-04-24,Approved,False,-1
297786,Education,Procurement,Meyer Ltd,498283.99,2025-06-27,Rejected,False,-1
297888,Transportation,Payroll,Holloway-Carrillo,1104.86,2024-07-16,Approved,False,-1
297960,Transportation,Benefits,Acevedo LLC,2960.96,2024-07-18,Rejected,False,-1
298203,Health,Benefits,"Walker, Lamb and Lewis",912.73,2025-03-25,Approved,False,-1
298254,Defense,Procurement,"Robinson, Johnson and Flores",498638.27,2025-03-19,Pending,False,-1
298308,Defense,Payroll,Burch-Morgan,256.7,2025-11-02,Rejected,False,-1
298380,Transportation,Procurement,Trevino PLC,498671.93,2025-12-01,Pending,False,-1
298429,Health,Procurement,"Mullins, Rodriguez and Miller",2633.82,2025-05-06,Approved,False,-1
298571,Health,Benefits,"Martinez, Bowers and Henderson",498230.55,2025-02-23,Rejected,False,-1
298609,Education,Inspection,Hancock-Adams,498310.74,2024-04-11,Pending,False,-1
298616,Defense,Payroll,Graham-Bell,498185.67,2025-02-05,Rejected,False,-1
298758,Transportation,Payroll,"Mason, Hancock and Shepard",1222.45,2024-06-27,Approved,False,-1
298760,Education,Benefits,Mccall-Nichols,1922.64,2025-11-04,Approved,False,-1
298791,Defense,Procurement,Gibson-Farmer,675.5,2025-03-01,Approved,False,-1
298944,Defense,Procurement,"Mejia, Simmons and Wright",832.71,2025-09-11,Rejected,False,-1
299086,Health,Payroll,Walker Inc,596.12,2024-04-28,Approved,False,-1
299094,Education,Benefits,"Cohen, Hawkins and Burnett",2273.7,2025-08-29,Pending,False,-1
299104,Transportation,Inspection,Palmer Ltd,1726.22,2025-05-13,Rejected,False,-1
299504,Health,Procurement,Garcia PLC,1160.21,2025-10-12,Approved,False,-1
299596,Education,Procurement,Holmes-Garza,1656.85,2025-12-23,Pending,False,-1
299767,Health,Procurement,Ryan-Ford,1509.97,2024-07-13,Pending,False,-1
299880,Health,Procurement,Olsen-Tran,499688.05,2025-03-11,Approved,False,-1
299983,Transportation,Procurement,Kelly Group,2275.68,2025-05-11,Rejected,False,-1
300023,Health,Benefits,"Carter, Wilkins and Grimes",498081.21,2024-07-03,Rejected,False,-1
300042,Defense,Benefits,"Lewis, Herring and Robertson",499843.1,2025-03-14,Pending,False,-1
300108,Transportation,Procurement,"Wilson, Weber and Glenn",499755.7,2024-08-21,Pending,False,-1
300155,Health,Payroll,"Weber, Rivera and Mata",498817.03,2025-04-12,Pending,False,-1
300211,Education,Payroll,White-Gonzalez,498507.97,2025-08-10,Pending,False,-1
300223,Defense,Inspection,Hall LLC,1396.65,2024-11-30,Approved,False,-1
300314,Education,Benefits,Taylor Ltd,1621.49,2024-05-08,Pending,False,-1
300437,Defense,Payroll,Thompson Group,498189.65,2025-04-10,Rejected,False,-1
300519,Defense,Procurement,Baker-Gregory,499998.08,2025-12-05,Pending,False,-1
300520,Transportation,Inspection,"Ramsey, Gray and Watson",498349.64,2025-12-13,Pending,False,-1
300623,Health,Procurement,Briggs LLC,498125.7,2025-08-30,Approved,False,-1
300707,Transportation,Procurement,Santos and Sons,498623.06,2024-12-21,Rejected,False,-1
300713,Education,Inspection,Ramos LLC,1007.07,2025-06-21,Pending,False,-1
300872,Health,Payroll,Cherry-Hoffman,2050.32,2024-06-26,Rejected,False,-1
300911,Transportation,Benefits,Moreno-Young,499587.4,2025-08-18,Pending,False,-1
301061,Defense,Payroll,"Thomas, Hickman and Erickson",237.7,2024-11-28,Rejected,False,-1
301298,Education,Payroll,Hall PLC,2656.44,2026-01-05,Approved,False,-1
301309,Health,Benefits,Nguyen Inc,1359.7,2024-09-04,Approved,False,-1
301489,Education,Procurement,Lambert Group,498524.17,2025-12-08,Approved,False,-1
301621,Defense,Inspection,Owens-Huber,588.05,2024-11-14,Approved,False,-1
301627,Transportation,Inspection,Sullivan-Williams,2254.88,2024-11-18,Pending,False,-1
301787,Education,Payroll,Leon-Kennedy,1999.22,2025-06-26,Rejected,False,-1
301800,Defense,Payroll,Spencer-Carr,1425.82,2024-03-25,Pending,False,-1
302045,Defense,Payroll,Cole-Webb,499020.83,2026-02-05,Pending,False,-1
302093,Education,Benefits,"Gonzalez, Miller and Walker",1886.96,2024-07-22,Approved,False,-1
302201,Transportation,Procurement,Peterson PLC,1900.8,2025-05-18,Pending,False,-1
302232,Defense,Procurement,"Fischer, Howard and Bowman",2305.5,2025-04-10,Pending,False,-1
302271,Health,Inspection,"Marshall, Ball and Schultz",2453.92,2025-02-08,Rejected,False,-1
302277,Transportation,Inspection,"Wise, Miller and Young",2405.44,2024-02-13,Pending,False,-1
302420,Defense,Payroll,Davidson-Martinez,1534.42,2025-01-12,Rejected,False,-1
302475,Health,Benefits,"Maldonado, Liu and Hart",1725.75,2025-08-01,Approved,False,-1
302654,Education,Payroll,"Long, Castillo and Fowler",498288.65,2024-09-03,Rejected,False,-1
302727,Defense,Payroll,"Nunez, Matthews and Gilbert",499746.69,2025-12-14,Pending,False,-1
302743,Transportation,Procurement,"Smith, Franco and Garcia",499006.29,2025-10-10,Approved,False,-1
302800,Transportation,Inspection,"Jimenez, Carpenter and Hall",499298.94,2025-05-23,Pending,False,-1
